DataZone2011Code,DataZone2011Name,CouncilArea2019Name,All ages,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01010731,Black Isle North - 05,Highland,820,2,6,4,4,3,5,2,7,7,12,6,13,10,13,13,6,8,16,5,6,7,11,6,5,4,7,7,2,1,2,2,5,6,6,4,1,1,6,4,7,5,6,11,7,10,9,5,13,16,14,16,11,15,14,22,25,13,17,20,12,22,14,12,15,14,20,17,13,21,11,16,17,13,16,10,8,4,13,5,7,8,6,6,4,6,3,0,5,4,2,5
S01010732,Alness - 01,Highland,736,3,7,13,9,15,7,9,10,11,8,11,9,20,3,6,4,15,11,9,7,12,9,3,10,12,6,12,6,5,12,3,2,6,11,13,7,3,11,0,10,5,8,10,5,6,8,12,8,15,8,10,13,8,14,1,9,9,7,10,5,6,13,13,12,14,12,13,24,11,7,12,10,10,12,0,2,10,7,3,5,6,5,5,1,3,2,2,2,0,1,2
S01010733,Alness - 02,Highland,531,12,8,7,11,5,5,9,10,6,9,14,17,5,5,14,9,6,7,5,9,6,5,5,8,0,10,5,6,4,1,8,4,4,5,5,14,5,4,9,7,5,5,5,5,5,9,9,6,4,9,3,8,8,4,7,8,6,8,7,6,11,10,8,7,2,8,5,4,5,5,9,4,4,5,1,3,2,6,3,1,1,1,4,2,0,0,0,1,1,1,2
S01010734,Alness - 03,Highland,916,7,12,11,16,20,12,20,14,15,14,17,16,15,14,8,14,10,12,23,13,7,15,18,4,9,13,15,7,12,14,11,15,10,5,17,15,10,13,16,6,10,8,6,21,7,5,14,13,16,12,8,8,7,19,19,8,12,17,9,6,9,7,3,5,12,7,7,3,9,9,1,3,6,9,2,6,1,3,7,2,3,4,6,5,7,3,4,1,5,4,23
S01010735,Alness - 04,Highland,613,7,12,16,6,12,18,17,12,9,8,19,15,14,8,2,9,6,5,14,9,3,10,16,13,3,2,4,9,8,13,14,5,6,10,14,11,10,6,8,3,5,14,6,7,11,5,12,2,3,5,6,11,8,6,9,4,11,3,7,11,4,6,10,5,2,5,3,3,8,0,5,4,2,3,5,0,3,3,2,1,0,0,1,1,0,1,1,0,2,0,1
S01010736,Alness - 05,Highland,533,13,6,3,9,5,11,8,5,5,4,3,10,5,2,4,5,3,4,6,4,3,4,4,6,3,7,5,2,4,11,7,5,6,9,9,10,3,8,13,5,9,7,9,4,6,4,5,8,8,4,7,5,3,6,7,5,3,3,8,5,6,5,9,6,5,9,8,10,9,9,8,10,10,12,8,4,12,9,2,5,1,5,5,2,1,2,2,0,0,0,4
S01010737,Alness - 06,Highland,1212,11,11,12,14,15,16,9,18,18,10,9,16,14,9,18,12,5,8,7,8,10,12,16,10,11,5,12,26,15,6,11,11,17,24,12,7,7,9,7,5,21,17,13,9,17,12,9,25,24,12,13,21,20,27,8,11,18,19,30,15,22,20,10,9,17,10,15,16,19,15,26,20,17,15,7,15,18,16,12,13,17,18,10,13,6,0,7,0,0,5,10
S01010738,Alness - 07,Highland,574,3,6,5,8,4,6,5,10,4,5,6,8,8,8,6,3,4,6,4,3,2,8,7,5,7,9,7,3,6,2,9,12,7,6,7,11,12,5,5,5,7,7,3,7,9,5,3,7,10,10,9,10,7,6,8,8,9,5,6,8,11,11,7,6,5,8,4,9,10,10,6,8,6,13,5,9,9,2,5,8,3,4,3,2,3,2,4,2,2,2,4
S01010739,Alness - 08,Highland,807,8,9,8,6,9,6,5,7,13,6,12,4,6,11,8,8,9,10,11,6,12,9,4,17,6,8,14,5,6,6,13,14,5,13,6,21,9,15,15,12,17,10,8,14,8,7,18,16,12,10,8,9,13,7,9,13,9,10,6,10,3,13,14,5,12,10,8,9,5,13,12,9,8,13,11,6,9,7,5,5,8,5,4,3,1,2,8,0,3,0,10
S01010740,Invergordon - 01,Highland,482,7,8,9,4,4,6,4,6,5,13,6,14,4,3,3,5,1,6,4,6,9,4,5,12,13,11,8,8,3,4,8,6,9,7,5,8,5,5,3,10,2,4,1,5,7,6,2,1,5,3,7,6,9,6,6,6,5,4,7,10,9,7,9,11,12,4,1,5,6,6,2,5,1,7,2,4,3,1,5,1,2,2,5,1,0,2,3,0,0,1,2
S01010741,Invergordon - 02,Highland,882,9,13,15,8,6,14,7,10,10,16,11,10,15,13,12,9,6,7,10,14,7,8,2,8,9,10,10,8,6,6,11,7,12,16,6,14,11,15,14,14,22,16,11,12,9,5,12,6,8,2,15,9,12,10,14,10,11,9,11,8,11,11,7,14,13,13,10,13,7,10,13,5,12,8,8,11,6,14,12,5,9,6,5,1,6,4,2,3,4,4,14
S01010742,Invergordon - 03,Highland,727,7,13,6,10,4,6,9,6,9,10,19,13,8,4,8,5,9,8,8,11,12,8,6,8,5,13,10,6,13,9,13,6,7,5,6,14,20,8,8,11,3,11,9,14,11,8,10,17,11,9,10,9,4,13,9,17,11,16,5,15,7,5,2,9,8,4,4,1,8,9,7,5,10,10,4,3,4,8,7,7,5,5,4,3,3,3,3,1,1,0,4
S01010743,Invergordon - 04,Highland,690,11,9,8,13,9,12,10,11,8,10,13,18,12,14,7,10,12,8,10,15,7,14,16,12,9,11,11,10,13,14,8,8,2,8,9,6,10,8,8,15,2,7,7,0,11,8,14,4,8,6,4,6,6,10,6,9,9,13,15,3,9,7,4,10,5,0,7,9,4,5,5,3,10,2,6,2,5,1,1,5,3,4,3,0,1,6,2,2,0,0,2
S01010744,Invergordon - 05,Highland,1020,8,9,11,10,5,7,11,9,7,13,10,6,16,18,12,12,10,6,6,13,6,11,13,2,16,23,9,9,9,9,6,3,10,2,7,13,8,12,16,9,10,1,10,12,13,12,17,12,17,12,17,13,19,16,13,18,16,16,22,18,13,10,13,24,10,15,15,18,9,15,20,13,18,11,10,8,9,14,8,5,9,10,11,6,6,8,7,4,2,2,21
S01010745,Invergordon - 06,Highland,572,5,1,3,3,5,2,3,3,10,2,5,4,3,6,5,7,7,5,10,0,8,3,10,8,2,2,8,9,3,15,11,6,6,4,5,6,2,11,2,10,7,13,8,2,7,5,3,8,8,6,9,8,8,13,8,13,14,7,7,11,3,9,8,7,8,9,4,7,10,10,7,3,8,7,4,7,5,8,6,3,11,5,3,10,5,4,8,2,4,2,0
S01010746,Seaboard - 01,Highland,975,13,5,13,10,5,10,8,8,11,7,20,1,7,9,9,8,18,15,8,7,5,8,8,11,5,8,13,4,7,8,12,10,5,14,13,5,12,12,17,12,9,15,13,12,9,26,18,14,11,12,10,20,18,21,12,19,20,14,14,15,11,16,17,15,17,14,16,8,11,13,16,14,13,15,9,5,8,13,7,8,7,2,6,6,4,5,5,4,4,2,1
S01010747,Seaboard - 02,Highland,820,7,12,10,16,7,6,10,14,11,2,10,9,11,10,14,4,12,5,11,11,9,13,4,10,13,1,7,16,3,3,11,16,11,7,11,6,6,5,7,11,10,10,11,8,1,19,4,9,4,14,17,13,14,13,13,13,12,9,7,8,13,14,11,9,9,13,8,16,11,10,12,18,15,9,7,14,7,7,6,5,7,5,1,2,5,0,2,0,3,1,9
S01010748,Seaboard - 03,Highland,653,6,7,7,1,3,10,1,5,5,7,5,13,8,12,5,3,4,3,6,2,3,9,3,7,5,9,5,3,8,4,0,3,0,9,1,8,11,6,4,4,12,5,7,7,6,5,8,10,8,9,8,7,14,2,7,8,10,13,18,22,13,13,15,10,14,13,16,11,8,11,19,10,10,12,3,11,8,8,3,4,4,9,4,9,4,1,3,2,1,0,3
S01010749,Seaboard - 04,Highland,639,2,1,5,5,8,4,7,4,4,6,9,8,9,7,14,6,11,9,6,6,1,2,7,3,11,8,4,5,5,2,2,6,3,1,3,1,7,5,9,13,9,9,7,10,8,6,6,3,11,15,6,11,13,14,7,10,9,10,7,14,8,8,7,12,8,11,11,14,15,6,15,11,10,9,9,7,9,6,7,1,5,3,8,3,6,2,3,1,2,3,5
S01010750,Seaboard - 05,Highland,587,3,4,2,5,3,4,7,5,7,5,6,7,2,5,6,3,3,1,3,2,6,3,3,2,1,2,2,6,6,3,1,0,2,6,6,6,8,1,2,9,5,6,6,5,4,2,5,7,6,5,9,13,12,9,3,8,13,7,14,16,9,5,12,13,15,11,14,15,11,11,9,13,15,16,7,15,10,13,5,10,9,4,6,5,4,3,4,5,0,1,4
S01010751,Seaboard - 06,Highland,690,8,11,6,8,9,8,6,9,19,10,18,8,9,5,9,6,14,15,6,2,6,7,6,7,5,1,11,7,21,7,6,6,5,5,4,9,3,9,8,2,6,7,11,7,8,3,5,12,7,13,11,17,7,8,8,9,12,5,5,11,12,8,10,10,11,13,11,6,9,11,14,5,6,10,8,10,4,7,4,9,1,4,3,3,0,1,2,0,2,1,2
S01010752,Tain - 01,Highland,775,11,11,7,9,11,9,12,11,15,12,14,15,21,12,10,20,6,10,8,10,6,5,13,16,11,8,7,7,8,4,4,13,16,10,12,6,6,18,4,10,17,8,6,14,6,11,8,8,14,16,12,12,12,7,4,5,2,6,6,7,12,7,9,11,9,1,12,10,10,11,7,13,5,12,2,4,3,5,8,6,3,0,0,3,2,2,2,0,3,1,3
S01010753,Tain - 02,Highland,1079,11,12,13,13,16,13,17,21,22,19,12,11,19,20,19,14,13,8,11,15,8,5,13,12,4,19,14,7,16,9,17,15,9,17,6,15,7,11,13,14,11,16,15,7,12,10,9,11,5,10,16,15,16,10,16,20,17,16,11,12,14,15,14,8,10,9,17,18,10,13,9,18,10,17,9,3,7,6,9,2,7,2,6,7,9,4,5,2,6,5,23
S01010754,Tain - 03,Highland,625,5,7,1,6,4,4,10,8,7,6,10,4,12,4,7,5,5,8,7,5,8,10,7,7,2,5,4,3,6,3,10,5,6,14,6,5,5,4,8,15,4,6,5,3,8,7,7,4,7,7,16,6,5,10,2,7,13,10,8,5,12,16,4,14,6,14,12,9,10,8,10,7,9,10,2,9,9,4,1,1,2,5,3,4,4,3,5,6,3,6,19
S01010755,Tain - 04,Highland,598,7,4,8,5,7,5,9,4,2,7,5,5,14,7,6,4,4,7,7,6,9,9,3,6,7,4,13,3,7,2,7,9,12,8,5,9,9,6,3,6,8,8,6,5,5,5,6,8,8,8,11,8,9,8,19,7,6,3,6,5,6,8,11,4,7,4,7,9,11,10,12,6,7,9,3,8,10,3,4,12,5,6,6,2,1,5,7,3,0,3,0
S01010756,Tain - 05,Highland,622,3,7,4,2,5,5,8,4,9,6,11,4,5,6,5,5,6,6,10,3,5,4,0,5,5,4,5,9,7,6,4,8,7,9,8,8,6,7,5,1,4,4,12,5,3,8,8,13,2,6,8,10,5,12,16,14,9,14,4,14,10,9,7,10,11,10,11,7,11,7,5,9,18,15,7,4,11,8,6,6,13,0,4,2,2,4,2,2,4,0,9
S01010757,Sutherland South - 01,Highland,707,2,4,6,0,4,0,5,4,3,5,3,3,1,6,1,4,7,5,3,7,1,8,4,1,4,4,6,3,4,5,3,2,5,0,3,3,1,4,4,10,7,7,7,5,7,6,7,7,8,1,6,7,11,17,14,19,18,11,19,15,22,9,15,14,18,30,12,11,19,15,12,10,12,15,21,12,17,11,5,11,11,7,8,9,8,3,2,10,6,1,4
S01010758,Sutherland South - 02,Highland,793,7,0,3,4,7,1,5,7,8,9,4,15,3,5,7,5,11,13,10,9,11,7,6,5,7,4,5,12,4,5,6,3,8,2,10,7,7,9,7,10,7,10,3,10,8,7,8,6,18,4,6,10,12,14,8,17,21,16,13,9,12,18,13,13,12,9,8,14,11,15,12,15,19,13,13,9,12,5,7,9,9,13,10,8,2,2,4,5,6,4,16
S01010759,Sutherland South - 03,Highland,551,3,2,1,6,4,7,5,4,5,11,3,8,3,8,8,5,7,3,2,10,6,16,6,7,9,4,3,11,6,2,7,6,4,3,5,5,6,6,4,10,2,6,10,10,7,8,5,4,4,10,5,10,8,5,8,7,4,6,5,11,9,9,11,10,7,7,7,5,2,8,4,13,4,2,5,8,7,8,4,5,4,1,11,3,6,5,5,4,3,1,7
S01010760,Sutherland South - 04,Highland,731,5,4,3,3,11,6,5,5,5,6,11,6,2,3,5,7,1,6,7,7,6,2,2,4,7,6,4,4,4,3,7,3,5,15,9,1,12,5,7,6,6,11,3,4,7,9,6,4,4,6,8,2,6,14,6,9,2,8,12,12,10,10,11,15,11,12,18,12,11,13,12,13,17,11,17,9,18,12,11,11,11,9,11,7,10,12,13,4,8,0,33
S01010761,Sutherland South - 05,Highland,540,3,2,2,5,2,1,4,3,4,4,3,6,7,6,9,3,6,5,5,4,3,6,4,12,4,8,2,0,8,3,5,7,7,6,6,5,7,12,2,0,2,7,8,2,4,11,2,11,9,11,7,11,7,13,9,7,7,11,9,5,8,11,10,19,15,7,3,2,9,7,7,5,13,6,10,7,8,6,3,4,2,5,4,5,1,1,2,1,4,1,10
S01010762,Sutherland South - 06,Highland,622,2,1,5,5,2,4,2,4,3,3,4,6,3,8,7,11,4,6,6,3,3,11,9,5,3,8,4,3,3,2,4,3,5,2,5,6,3,4,6,6,5,7,7,9,15,7,8,7,5,13,4,4,9,8,13,17,18,25,13,9,10,13,13,9,13,6,9,9,5,9,15,14,10,17,10,4,7,7,9,5,5,7,1,6,3,2,3,3,2,1,8
S01010763,Sutherland South - 07,Highland,673,0,5,5,4,6,4,5,3,8,3,6,5,7,6,6,10,8,5,19,4,7,7,9,7,2,6,9,11,7,8,5,6,2,2,4,6,4,7,6,9,2,10,9,6,8,5,7,6,13,9,12,10,13,9,14,13,12,8,7,20,25,5,8,14,14,9,10,8,17,14,9,8,11,7,7,9,6,8,9,5,5,4,3,6,3,1,4,2,1,0,5
S01010764,Sutherland South - 08,Highland,612,1,8,4,3,3,5,2,5,3,3,7,2,5,6,4,7,5,6,4,5,2,10,4,4,2,5,1,4,9,2,6,4,2,7,2,9,2,6,8,7,6,4,3,1,4,6,6,5,7,9,6,6,13,6,16,4,12,20,16,22,11,13,15,13,14,3,6,14,6,12,6,10,15,11,12,8,12,9,8,11,6,7,9,5,2,5,0,2,1,4,6
S01010765,Sutherland South - 09,Highland,955,4,3,3,4,5,10,8,13,6,9,11,10,7,10,5,15,5,9,7,2,5,14,11,18,8,7,9,2,6,7,5,6,11,0,14,13,2,5,6,4,4,10,3,11,7,5,11,17,13,19,10,9,11,8,19,19,9,14,16,15,20,21,26,25,19,22,16,18,18,10,11,18,25,25,17,17,22,10,10,9,6,8,9,4,4,10,6,6,6,2,6
S01010766,Sutherland East - 01,Highland,761,10,5,7,11,9,10,8,12,7,13,7,8,8,7,3,8,2,10,9,4,7,6,6,7,13,7,13,7,5,8,8,7,10,7,0,11,3,7,4,8,10,3,3,6,2,6,11,10,14,7,9,16,12,17,13,15,16,6,9,11,18,16,10,16,9,8,13,8,15,11,14,12,16,4,6,8,4,4,7,10,4,4,15,4,1,3,5,2,2,6,8
S01010767,Sutherland East - 02,Highland,655,2,9,7,3,6,6,4,8,6,5,4,2,9,12,12,8,10,5,11,5,4,7,6,4,5,7,8,3,13,3,3,11,7,7,6,1,2,2,4,8,8,5,9,3,5,7,4,6,9,8,7,10,11,15,13,14,11,14,12,14,11,9,12,13,3,6,6,14,12,9,6,9,18,16,3,13,10,8,3,13,8,5,3,2,3,2,3,2,1,1,1
S01010768,Sutherland East - 03,Highland,551,1,4,4,3,5,5,3,3,9,9,11,15,4,5,9,5,3,3,5,7,4,1,4,3,3,7,2,3,0,4,12,5,8,7,1,2,6,4,6,4,0,5,5,5,1,8,3,7,4,11,4,15,3,7,13,6,8,8,8,9,3,6,9,11,7,10,8,11,3,8,6,11,10,12,10,5,8,13,10,8,8,10,8,3,2,3,2,4,2,2,9
S01010769,Sutherland East - 04,Highland,496,1,0,1,5,2,3,2,2,3,0,1,7,4,5,4,6,4,6,3,3,4,5,2,9,3,3,2,11,1,1,3,6,6,5,5,5,5,3,9,4,4,3,2,4,2,1,3,4,3,3,7,9,6,11,8,6,7,2,9,15,15,13,9,12,11,10,10,15,10,16,6,11,7,15,8,7,11,11,11,1,0,3,1,4,3,2,0,4,3,0,4
S01010770,Sutherland East - 05,Highland,753,5,6,13,4,2,6,10,2,11,1,5,13,10,11,4,7,8,4,7,6,6,2,12,4,11,11,5,3,6,7,8,6,6,17,8,5,3,9,5,6,9,10,7,13,3,9,8,9,7,9,8,9,13,10,11,20,10,11,17,13,14,16,7,21,14,3,17,9,10,18,9,14,13,10,14,10,10,8,2,5,10,3,3,5,1,6,3,2,3,3,9
S01010771,Sutherland East - 06,Highland,868,6,1,3,9,8,10,5,8,6,10,8,2,8,6,7,11,4,5,14,7,10,7,3,7,11,4,9,10,3,6,3,8,11,12,6,3,6,10,8,10,6,4,4,7,5,9,8,6,6,10,12,8,17,16,11,21,23,17,21,17,16,20,21,10,13,14,12,17,23,11,9,16,15,19,14,10,11,10,10,12,12,8,2,11,4,5,10,6,4,2,8
S01010772,Caithness South - 01,Highland,773,2,5,4,5,8,3,8,6,4,5,7,9,5,4,3,7,8,6,5,4,2,3,0,6,8,5,7,2,4,2,12,5,6,8,6,7,5,3,4,4,10,5,3,3,7,10,12,12,9,13,12,17,16,20,10,9,18,20,6,23,14,16,19,14,11,17,9,17,17,10,16,22,9,21,12,11,11,17,10,7,9,11,5,4,4,0,1,4,3,0,10
S01010773,Caithness South - 02,Highland,765,7,2,5,8,2,8,9,2,10,7,6,10,6,10,8,7,11,5,8,1,3,0,0,10,6,1,2,1,5,1,4,2,1,6,9,6,9,8,4,10,7,6,3,9,6,11,13,8,12,8,12,13,14,15,11,21,21,19,15,17,6,22,12,14,9,19,12,13,15,21,14,18,4,19,13,14,14,7,12,10,5,4,2,6,5,2,3,2,5,2,0
S01010774,Caithness South - 03,Highland,648,6,3,2,9,4,6,4,5,14,8,11,7,6,9,4,7,3,8,11,3,7,6,4,3,7,6,10,4,1,2,4,2,1,5,4,9,4,4,10,10,6,7,3,2,8,3,12,12,6,7,6,16,6,6,11,8,14,13,16,4,16,20,15,7,6,11,11,13,12,13,9,12,13,14,6,12,8,5,1,4,6,4,9,2,7,2,3,1,1,0,6
S01010775,Caithness South - 04,Highland,767,6,10,12,6,5,15,10,10,6,12,6,9,10,6,5,6,6,11,8,4,9,7,12,7,13,6,4,10,3,13,18,6,8,5,4,7,15,11,13,18,14,5,6,9,4,14,15,11,14,10,9,10,13,15,21,7,10,13,14,2,11,7,12,14,7,17,9,7,4,11,9,8,9,8,7,10,6,2,3,6,3,1,7,2,4,3,2,1,1,5,3
S01010776,Wick South - 01,Highland,488,2,4,4,5,6,8,4,6,8,1,5,5,3,4,3,7,5,4,7,4,7,5,3,9,5,5,4,11,8,5,11,5,9,3,8,9,5,7,1,8,7,6,8,7,5,3,11,3,6,4,11,3,1,6,3,7,9,9,5,11,8,6,5,8,1,9,7,5,7,6,6,11,11,4,6,0,2,4,3,3,4,1,3,5,7,3,0,2,0,1,2
S01010777,Wick South - 02,Highland,505,9,4,4,4,4,9,5,3,3,6,6,9,8,4,6,9,4,4,5,6,7,2,3,5,7,5,6,6,11,3,5,5,3,8,13,7,5,5,6,4,4,6,0,3,2,4,8,5,8,6,7,2,6,4,7,7,8,2,5,5,8,9,9,7,9,4,10,7,7,3,12,6,6,11,3,5,4,1,4,4,3,7,0,4,0,6,4,4,1,2,18
S01010778,Wick South - 03,Highland,480,5,10,6,6,3,8,6,3,10,7,6,4,4,3,10,0,9,7,3,9,8,7,0,12,8,2,11,7,8,7,2,8,14,18,6,8,5,7,7,6,6,0,7,4,9,1,4,2,10,6,4,10,10,7,8,3,10,7,9,10,5,8,6,2,4,7,3,3,6,4,7,6,3,2,3,2,0,0,2,1,1,0,0,2,2,0,2,0,0,0,2
S01010779,Wick South - 04,Highland,689,1,8,8,7,9,10,8,12,6,10,8,9,8,12,9,8,10,12,5,15,9,4,4,4,12,1,3,13,7,6,7,7,12,8,5,7,18,4,8,5,6,14,10,4,7,2,6,12,13,12,9,14,9,9,12,15,12,9,14,6,11,6,13,6,13,2,4,10,5,2,7,8,7,12,5,5,5,8,7,7,4,3,5,5,3,3,5,2,0,1,1
S01010780,Wick South - 05,Highland,591,6,3,6,5,5,6,2,4,9,15,4,10,7,13,7,13,8,8,4,2,5,2,5,6,8,9,6,8,3,9,5,5,6,7,1,4,10,7,8,11,6,4,13,6,7,6,6,6,7,7,11,3,12,14,7,11,7,15,11,10,7,7,10,10,8,13,8,3,2,6,4,9,4,10,6,2,4,7,4,4,1,5,6,4,3,5,2,2,0,2,2
S01010781,Wick South - 06,Highland,667,11,6,3,5,10,6,5,5,11,8,9,6,11,7,12,10,9,5,5,6,3,7,10,4,7,9,3,9,7,6,9,10,4,9,6,12,7,5,11,11,3,12,5,6,9,9,6,6,9,5,8,10,9,10,14,17,9,15,10,16,10,6,12,12,11,10,4,7,3,5,8,10,12,8,3,4,7,7,5,6,6,5,3,2,2,3,4,3,1,1,0
S01010782,Wick North - 01,Highland,603,5,4,5,1,7,6,4,4,9,5,1,6,8,2,13,5,2,8,6,8,4,6,2,2,10,4,13,10,12,11,6,8,1,4,8,3,7,11,8,9,3,8,3,4,4,5,0,1,11,9,3,9,3,7,12,12,8,3,12,9,11,9,8,11,9,1,7,8,6,8,10,15,13,9,0,3,8,10,10,8,3,5,3,3,4,8,4,11,5,4,15
S01010783,Wick North - 02,Highland,527,5,3,4,5,5,10,4,7,8,8,4,4,6,5,5,5,4,7,6,2,4,6,8,6,7,6,9,6,5,9,13,9,17,6,7,4,7,2,5,7,6,3,5,7,5,2,6,6,2,7,10,7,11,5,6,13,10,10,6,5,4,7,13,7,8,9,9,6,5,4,4,2,1,7,6,4,4,6,5,7,3,4,3,1,2,1,3,1,5,1,3
S01010784,Wick North - 03,Highland,687,10,7,13,6,8,16,12,11,8,8,9,14,14,8,6,7,12,10,9,7,8,7,2,4,9,11,11,8,7,4,9,16,5,14,9,10,7,17,10,4,8,8,3,6,2,5,7,8,7,10,10,7,12,14,16,17,8,3,7,9,4,13,10,9,10,9,5,4,6,10,5,7,6,5,9,4,2,3,3,6,2,3,2,2,1,7,0,0,2,1,3
S01010785,Wick North - 04,Highland,648,5,4,3,6,7,7,11,5,4,8,4,3,13,7,6,8,2,6,7,8,8,5,5,5,4,9,9,6,7,1,4,14,8,7,2,7,5,6,10,7,7,5,4,7,4,7,6,7,6,8,5,6,10,10,18,4,16,6,10,21,9,12,5,16,12,9,12,7,11,6,15,11,12,15,7,5,7,2,10,6,6,10,1,7,5,5,2,0,1,2,0
S01010786,Wick North - 05,Highland,704,4,8,5,8,3,9,4,3,11,13,8,6,4,9,4,9,6,13,7,7,2,11,6,13,10,12,16,12,3,4,4,7,7,6,7,6,5,5,10,6,8,5,10,1,4,10,3,4,13,11,16,9,7,15,12,11,9,9,10,8,9,11,10,7,7,14,9,10,11,10,8,10,8,7,8,3,7,3,4,7,10,3,6,4,6,8,2,5,4,5,20
S01010787,Caithness North East - 01,Highland,844,6,6,5,5,4,3,2,8,8,11,9,10,13,15,14,13,12,12,11,9,9,11,3,3,5,9,10,4,5,10,7,3,12,3,5,8,7,5,3,9,8,6,9,12,10,10,11,14,6,14,13,11,10,17,19,22,24,14,19,16,8,9,9,10,15,10,13,7,12,10,12,15,14,14,16,6,11,14,7,3,8,8,4,8,7,9,1,5,6,1,0
S01010788,Caithness North East - 02,Highland,592,6,5,2,2,7,2,9,3,4,6,5,2,8,8,2,7,7,5,4,9,7,6,2,6,9,7,4,12,5,6,10,4,4,5,16,4,10,6,9,9,5,5,7,5,4,2,6,6,6,7,10,7,10,15,13,4,5,17,15,11,14,16,8,12,11,10,10,8,7,5,5,8,8,9,3,4,4,6,11,4,2,4,1,4,3,1,1,0,1,1,7
S01010789,Caithness North East - 03,Highland,658,5,4,4,5,7,8,3,9,10,8,8,11,4,11,9,6,7,5,8,9,3,6,11,7,4,9,10,10,5,3,5,3,12,8,9,10,9,4,1,10,9,9,9,10,12,6,8,7,6,15,8,10,14,4,9,10,11,5,6,12,10,5,9,9,10,5,8,3,6,18,18,8,12,9,8,7,8,2,8,6,10,5,2,2,2,2,2,0,3,0,1
S01010790,Caithness North East - 04,Highland,620,5,2,5,3,5,8,5,8,7,6,8,7,6,6,7,2,8,7,7,7,10,3,3,3,5,4,4,3,5,7,1,1,6,7,7,8,5,11,8,7,9,3,3,4,5,5,5,7,3,10,8,9,22,9,10,12,10,11,13,8,10,7,18,7,11,5,10,10,13,5,7,21,13,12,12,15,10,10,6,1,3,1,1,3,1,2,1,2,4,0,6
S01010791,Caithness North East - 05,Highland,795,4,2,3,5,6,5,6,7,11,7,9,10,13,11,3,9,11,7,8,8,2,5,6,4,4,2,10,4,4,6,5,7,4,1,3,2,9,8,12,10,9,6,10,11,9,15,16,8,8,11,10,6,12,10,16,16,10,8,8,23,12,11,15,7,12,18,17,15,18,11,17,18,10,19,9,11,9,15,10,9,18,4,6,2,3,5,6,3,6,0,4
S01010792,Caithness North West - 01,Highland,574,6,5,7,8,3,7,6,5,7,4,4,7,7,8,2,5,11,8,8,7,5,9,10,4,6,4,6,3,6,10,2,4,10,6,7,3,8,8,7,11,10,10,6,4,10,4,3,4,5,6,5,3,7,3,10,17,9,4,7,5,8,10,12,13,10,6,9,10,4,6,7,7,9,13,11,3,9,7,5,2,6,2,4,4,0,5,3,2,0,1,0
S01010793,Caithness North West - 02,Highland,627,2,5,5,0,1,10,5,10,2,9,8,5,9,5,14,3,10,6,8,9,11,5,4,6,4,6,5,3,6,2,1,6,3,3,1,7,6,2,3,8,4,7,6,2,8,10,7,7,19,18,13,13,12,10,4,16,9,15,20,9,7,12,4,5,9,9,6,11,8,7,9,19,7,7,6,7,12,8,6,7,4,3,6,2,1,2,2,1,2,2,9
S01010794,Caithness North West - 03,Highland,607,9,6,6,13,4,7,5,9,6,10,4,2,12,3,7,3,0,10,5,3,6,12,6,7,7,5,11,6,5,2,8,9,4,9,13,7,10,8,6,6,13,3,6,11,9,5,8,10,6,7,7,16,22,12,8,9,14,18,10,16,4,6,5,7,11,4,6,3,3,1,8,5,7,4,9,8,5,2,3,8,2,1,4,4,0,1,2,3,0,0,0
S01010795,Caithness North West - 04,Highland,940,10,7,4,8,12,6,6,10,6,5,7,9,11,10,10,17,11,2,2,5,3,8,12,5,9,1,17,10,12,4,10,13,3,4,9,14,5,12,9,8,10,19,7,21,8,10,14,10,15,11,8,13,25,15,14,18,19,20,15,16,12,12,12,11,12,23,16,7,8,10,17,10,20,20,13,9,10,17,8,8,10,9,9,3,11,4,8,4,3,2,8
S01010796,Caithness North West - 05,Highland,880,8,5,15,6,11,10,10,7,13,6,9,21,14,9,18,12,10,10,2,7,3,6,7,8,6,5,13,12,5,6,5,5,18,7,8,7,8,7,16,10,10,13,6,8,14,19,15,16,14,7,8,14,12,16,17,23,12,11,17,14,20,16,13,13,15,6,8,15,15,9,13,9,7,8,7,8,4,9,5,6,6,6,3,6,3,2,4,5,3,2,3
